[2016-09-23 19:33:13,427]-INFO  (ContextLoader.java:189)|Root WebApplicationContext: initialization started
[2016-09-23 19:33:15,120]-INFO  (AbstractPoolBackedDataSource.java:462)|Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 1, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 6000, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 1hge1669jo3891c1aay1uj|5f76bc28, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.mysql.jdbc.Driver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 1hge1669jo3891c1aay1uj|5f76bc28, idleConnectionTestPeriod -> 60, initialPoolSize -> 3, jdbcUrl -> jdbc:mysql://localhost:3306/scpc?useUnicode=true&characterEncoding=UTF-8, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 60, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 30, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 5, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
[2016-09-23 19:33:16,790]-INFO  (SettingsFactory.java:89)|RDBMS: MySQL, version: 5.6.24
[2016-09-23 19:33:16,797]-INFO  (SettingsFactory.java:90)|JDBC driver: MySQL-AB JDBC Driver, version: mysql-connector-java-5.1.5 ( Revision: ${svn.Revision} )
[2016-09-23 19:33:16,824]-INFO  (Dialect.java:152)|Using dialect: org.hibernate.dialect.MySQLDialect
[2016-09-23 19:33:16,897]-INFO  (TransactionFactoryFactory.java:34)|Transaction strategy: org.springframework.orm.hibernate3.SpringTransactionFactory
[2016-09-23 19:33:16,900]-INFO  (TransactionManagerLookupFactory.java:33)|No TransactionManagerLookup configured (in JTA environment, use of read-write or transactional second-level cache is not recommended)
[2016-09-23 19:33:16,901]-INFO  (SettingsFactory.java:143)|Automatic flush during beforeCompletion(): disabled
[2016-09-23 19:33:16,902]-INFO  (SettingsFactory.java:147)|Automatic session close at end of transaction: disabled
[2016-09-23 19:33:16,903]-INFO  (SettingsFactory.java:154)|JDBC batch size: 15
[2016-09-23 19:33:16,904]-INFO  (SettingsFactory.java:157)|JDBC batch updates for versioned data: disabled
[2016-09-23 19:33:16,906]-INFO  (SettingsFactory.java:162)|Scrollable result sets: enabled
[2016-09-23 19:33:16,908]-INFO  (SettingsFactory.java:170)|JDBC3 getGeneratedKeys(): enabled
[2016-09-23 19:33:16,909]-INFO  (SettingsFactory.java:178)|Connection release mode: auto
[2016-09-23 19:33:16,911]-INFO  (SettingsFactory.java:202)|Maximum outer join fetch depth: 2
[2016-09-23 19:33:16,913]-INFO  (SettingsFactory.java:205)|Default batch fetch size: 1
[2016-09-23 19:33:16,914]-INFO  (SettingsFactory.java:209)|Generate SQL with comments: disabled
[2016-09-23 19:33:16,915]-INFO  (SettingsFactory.java:213)|Order SQL updates by primary key: disabled
[2016-09-23 19:33:16,916]-INFO  (SettingsFactory.java:217)|Order SQL inserts for batching: disabled
[2016-09-23 19:33:16,917]-INFO  (SettingsFactory.java:386)|Query translator: org.hibernate.hql.ast.ASTQueryTranslatorFactory
[2016-09-23 19:33:16,922]-INFO  (ASTQueryTranslatorFactory.java:24)|Using ASTQueryTranslatorFactory
[2016-09-23 19:33:16,923]-INFO  (SettingsFactory.java:225)|Query language substitutions: {}
[2016-09-23 19:33:16,924]-INFO  (SettingsFactory.java:230)|JPA-QL strict compliance: disabled
[2016-09-23 19:33:16,925]-INFO  (SettingsFactory.java:235)|Second-level cache: enabled
[2016-09-23 19:33:16,926]-INFO  (SettingsFactory.java:239)|Query cache: disabled
[2016-09-23 19:33:16,927]-INFO  (SettingsFactory.java:373)|Cache provider: org.hibernate.cache.NoCacheProvider
[2016-09-23 19:33:16,928]-INFO  (SettingsFactory.java:254)|Optimize cache for minimal puts: disabled
[2016-09-23 19:33:16,929]-INFO  (SettingsFactory.java:263)|Structured second-level cache entries: disabled
[2016-09-23 19:33:16,939]-INFO  (SettingsFactory.java:290)|Statistics: disabled
[2016-09-23 19:33:16,940]-INFO  (SettingsFactory.java:294)|Deleted entity synthetic identifier rollback: disabled
[2016-09-23 19:33:16,942]-INFO  (SettingsFactory.java:309)|Default entity-mode: pojo
[2016-09-23 19:33:16,943]-INFO  (SettingsFactory.java:313)|Named query checking : enabled
[2016-09-23 19:33:17,100]-INFO  (SessionFactoryImpl.java:161)|building session factory
[2016-09-23 19:33:17,118]-INFO  (SessionFactoryObjectFactory.java:82)|Not binding factory to JNDI, no JNDI name configured
[2016-09-23 19:33:17,248]-INFO  (HibernateTransactionManager.java:390)|Using DataSource [com.project.base.DynamicDataSource@2dc96e83] of Hibernate SessionFactory for HibernateTransactionManager
[2016-09-23 19:33:17,603]-INFO  (ContextLoader.java:209)|Root WebApplicationContext: initialization completed in 4136 ms
[2016-09-23 19:33:17,604]-INFO  (DefaultContextLoaderListener.java:27)|load WebApplicationContext into ContextHolder
[2016-09-23 19:33:18,325]-INFO  (CommonsLogger.java:42)|Parsing configuration file [struts-default.xml]
[2016-09-23 19:33:18,666]-INFO  (CommonsLogger.java:42)|Parsing configuration file [struts-plugin.xml]
[2016-09-23 19:33:18,720]-INFO  (CommonsLogger.java:42)|Parsing configuration file [struts.xml]
[2016-09-23 19:33:18,867]-INFO  (CommonsLogger.java:42)|Initializing Struts-Spring integration...
[2016-09-23 19:33:18,868]-INFO  (CommonsLogger.java:42)|Setting autowire strategy to name
[2016-09-23 19:33:18,868]-INFO  (CommonsLogger.java:42)|... initialized Struts-Spring integration successfully
[2016-09-23 19:33:20,060]-WARN  (JavaUtils.java:1308)|Unable to find required classes (javax.activation.DataHandler and javax.mail.internet.MimeMultipart). Attachment support is disabled.
[2016-09-23 19:34:05,769]-INFO  (CommonAction.java:48)|获取一级菜单权限：select * from scglxt_t_cd where cdfjd='0' and id in (select cdid from scglxt_t_qxgl where bzid='759007553955134000000')
[2016-09-23 19:34:08,021]-INFO  (CommonAction.java:48)|获取一级菜单权限：select * from scglxt_t_cd where cdfjd='0' and id in (select cdid from scglxt_t_qxgl where bzid='759007553955134000000')
[2016-09-23 19:34:09,151]-INFO  (HtInfoManagerAction.java:56)|获取数据列表的sql===select t1.id ,t1.mc,t1.htbh , t4.mc ywlx ,t1.htje,date_format(qssj,'%Y-%m-%d') qssj,date_format(jssj,'%Y-%m-%d') jssj, t1.dqjd,t5.mc fkzt, t3.mc fkztmc,t1.jkbfb,jkje,jscb,t1.hkzh,t1.hkkhh,t1.remark ,t1.htmx, t2.id khid from scglxt_t_ht  t1 left join scglxt_t_kh t2 on t1.khid = t2.id  left join  scglxt_tyzd t3 on t1.fkzt= t3.id left join scglxt_tyzd t4 on t4.id = t1.ywlx left join scglxt_tyzd t5 on t5.id = t1.fkzt  where 1=1 
[2016-09-23 19:37:30,443]-INFO  (CommonAction.java:48)|获取一级菜单权限：select * from scglxt_t_cd where cdfjd='0' and id in (select cdid from scglxt_t_qxgl where bzid='759007553955134000000')
[2016-09-23 19:37:31,090]-INFO  (CommonAction.java:48)|获取一级菜单权限：select * from scglxt_t_cd where cdfjd='0' and id in (select cdid from scglxt_t_qxgl where bzid='759007553955134000000')
[2016-09-23 19:37:31,232]-INFO  (HtInfoManagerAction.java:56)|获取数据列表的sql===select t1.id ,t1.mc,t1.htbh , t4.mc ywlx ,t1.htje,date_format(qssj,'%Y-%m-%d') qssj,date_format(jssj,'%Y-%m-%d') jssj, t1.dqjd,t5.mc fkzt, t3.mc fkztmc,t1.jkbfb,jkje,jscb,t1.hkzh,t1.hkkhh,t1.remark ,t1.htmx, t2.id khid from scglxt_t_ht  t1 left join scglxt_t_kh t2 on t1.khid = t2.id  left join  scglxt_tyzd t3 on t1.fkzt= t3.id left join scglxt_tyzd t4 on t4.id = t1.ywlx left join scglxt_tyzd t5 on t5.id = t1.fkzt  where 1=1 
[2016-09-23 19:37:51,550]-INFO  (CommonAction.java:48)|获取一级菜单权限：select * from scglxt_t_cd where cdfjd='0' and id in (select cdid from scglxt_t_qxgl where bzid='759007553955134000000')
[2016-09-23 19:37:51,856]-INFO  (PcglAction.java:149)|获取当前待加工的所有工序sqlSELECT gygc.id, bom.zddmc,bom.bmcl,date_format(bom.starttime,'%Y-%m-%d') jhkssj,date_format(bom.endtime,'%Y-%m-%d') jhjssj,gygc.edgs gs,jggy.gymc,gygc.kjgjs,gygc.yjgjs,gygc.bfjs,gygc.kjgjs-gygc.yjgjs-gygc.bfjs-gygc.sjjs djgjs,gygc.sjjs FROM scpc.scglxt_t_gygc gygc,scpc.scglxt_t_bom bom,scglxt_t_jggy jggy where  gygc.bomid = bom.id and jggy.id = gygc.gynr and (gygc.bfjs+gygc.yjgjs+gygc.sjjs<gygc.kjgjs)
[2016-09-23 19:37:51,910]-INFO  (PcglAction.java:305)|查询加工设备SELECT id,sbmc FROM scpc.scglxt_t_sb
[2016-09-23 19:37:53,345]-INFO  (BzglAction.java:27)|班组信息查询sqlselect id,bzmc,bzfzr from scglxt_t_bz
[2016-09-23 19:37:53,366]-INFO  (PcglAction.java:161)|根据班组获取该班组所有人员SELECT id,rymc mc,ssbz bz FROM scglxt_t_ry WHERE ssbz = ''
[2016-09-23 19:37:53,415]-INFO  (PcglAction.java:251)|查询某工艺过程已经开始加工的人员:SELECT jgryid id,ry.rymc mc FROM scglxt_t_jggl,scglxt_t_ry ry WHERE gygcid = '20160915203411443'  AND jgjssj IS NULL and jgryid = ry.id 
[2016-09-23 19:37:59,316]-INFO  (PcglAction.java:161)|根据班组获取该班组所有人员SELECT id,rymc mc,ssbz bz FROM scglxt_t_ry WHERE ssbz = '759007553955134000001'
[2016-09-23 19:38:21,025]-INFO  (CommonAction.java:48)|获取一级菜单权限：select * from scglxt_t_cd where cdfjd='0' and id in (select cdid from scglxt_t_qxgl where bzid='759007553955134000001')
[2016-09-23 19:38:21,560]-INFO  (CommonAction.java:48)|获取一级菜单权限：select * from scglxt_t_cd where cdfjd='0' and id in (select cdid from scglxt_t_qxgl where bzid='759007553955134000001')
[2016-09-23 19:38:21,815]-INFO  (BomInfoManagerAction.java:50)|执行sql语句是：====select t.id ,t.zddmc,t2.clmc, t.zddcz,t.clxz,t.cldx,t.cltj,t.clje,t.jgsl,t.bmcl,date_format(starttime,'%Y-%m-%d') starttime, date_format(endtime,'%Y-%m-%d') endtime,gs,blqk,date_format(blkssj,'%Y-%m-%d') blkssj,date_format(bljssj,'%Y-%m-%d') bljssj, clzt, if(clzt='0','未采购','已采购')  clztformat ,cgry,cgsj,ddtz, date_format(rksj,'%Y-%m-%d') rksj,bfjs,bhgjs ,gxnr  from scglxt_t_bom t left join scglxt_t_cl t2                  on  t.zddcz = t2.id     order by id desc 
[2016-09-23 19:38:21,816]-INFO  (BomInfoManagerAction.java:51)|{"data":[{"id":"20160915203330691","zddmc":"测试订单","clmc":"黄铜","zddcz":"20160901104410800010","clxz":"1","cldx":"10,10,10","cltj":1000,"clje":314.5,"jgsl":27,"bmcl":"","starttime":"2016-09-15","endtime":"2016-09-30","gs":null,"blqk":"1","blkssj":null,"bljssj":"2016-09-15","clzt":"1","clztformat":"已采购","cgry":null,"cgsj":null,"ddtz":null,"rksj":null,"bfjs":null,"bhgjs":null,"gxnr":"线切割(100)-磨(100)-铣(100)"}]}
[2016-09-23 19:39:22,751]-INFO  (CommonAction.java:48)|获取一级菜单权限：select * from scglxt_t_cd where cdfjd='0' and id in (select cdid from scglxt_t_qxgl where bzid='759007553955134000001')
[2016-09-23 19:39:22,975]-INFO  (PcglAction.java:149)|获取当前待加工的所有工序sqlSELECT gygc.id, bom.zddmc,bom.bmcl,date_format(bom.starttime,'%Y-%m-%d') jhkssj,date_format(bom.endtime,'%Y-%m-%d') jhjssj,gygc.edgs gs,jggy.gymc,gygc.kjgjs,gygc.yjgjs,gygc.bfjs,gygc.kjgjs-gygc.yjgjs-gygc.bfjs-gygc.sjjs djgjs,gygc.sjjs FROM scpc.scglxt_t_gygc gygc,scpc.scglxt_t_bom bom,scglxt_t_jggy jggy where  gygc.bomid = bom.id and jggy.id = gygc.gynr and (gygc.bfjs+gygc.yjgjs+gygc.sjjs<gygc.kjgjs) and jggy.fzbz='759007553955134000001'
[2016-09-23 19:39:23,015]-INFO  (PcglAction.java:305)|查询加工设备SELECT id,sbmc FROM scpc.scglxt_t_sb
[2016-09-23 19:39:25,213]-INFO  (BzglAction.java:27)|班组信息查询sqlselect id,bzmc,bzfzr from scglxt_t_bz
[2016-09-23 19:39:25,222]-INFO  (PcglAction.java:161)|根据班组获取该班组所有人员SELECT id,rymc mc,ssbz bz FROM scglxt_t_ry WHERE ssbz = ''
[2016-09-23 19:39:25,233]-INFO  (PcglAction.java:251)|查询某工艺过程已经开始加工的人员:SELECT jgryid id,ry.rymc mc FROM scglxt_t_jggl,scglxt_t_ry ry WHERE gygcid = '20160915203411443'  AND jgjssj IS NULL and jgryid = ry.id 
[2016-09-23 19:39:28,111]-INFO  (PcglAction.java:161)|根据班组获取该班组所有人员SELECT id,rymc mc,ssbz bz FROM scglxt_t_ry WHERE ssbz = '759007553955134000001'
[2016-09-23 19:45:28,689]-INFO  (BzglAction.java:27)|班组信息查询sqlselect id,bzmc,bzfzr from scglxt_t_bz
[2016-09-23 19:45:28,700]-INFO  (PcglAction.java:161)|根据班组获取该班组所有人员SELECT id,rymc mc,ssbz bz FROM scglxt_t_ry WHERE ssbz = '759007553955134000001'
[2016-09-23 19:45:28,727]-INFO  (PcglAction.java:251)|查询某工艺过程已经开始加工的人员:SELECT jgryid id,ry.rymc mc FROM scglxt_t_jggl,scglxt_t_ry ry WHERE gygcid = '20160915203411443'  AND jgjssj IS NULL and jgryid = ry.id 
[2016-09-23 19:53:29,410]-INFO  (AbstractApplicationContext.java:816)|Closing org.springframework.web.context.support.XmlWebApplicationContext@62348bdc: display name [Root WebApplicationContext]; startup date [Fri Sep 23 19:33:13 CST 2016]; root of context hierarchy
[2016-09-23 19:53:29,411]-INFO  (DefaultSingletonBeanRegistry.java:396)|Destroying singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@58689880: defining beans [messageSource,propertyConfigurer,dataSourceA,dataSource,sessionFactory,transactionIntercetorTemplate,hibernateTransactionInterceptor,jdbcTransactionInterceptor,autoProxy,nativeJdbcExtractor,lobHandler,baseDao,baseService,selectDataDao,selectDataService,loginAction,xsglAction,khxxManagerAction,ddInfoManagerAction,bomInfoManagerAction,gxInfoManagerAction,gyInfoManagerAction]; root of factory hierarchy
[2016-09-23 19:53:29,412]-INFO  (AbstractSessionFactoryBean.java:246)|Closing Hibernate SessionFactory
[2016-09-23 19:53:29,413]-INFO  (SessionFactoryImpl.java:769)|closing
[2016-09-23 19:53:54,123]-INFO  (ContextLoader.java:189)|Root WebApplicationContext: initialization started
[2016-09-23 19:53:54,176]-INFO  (AbstractApplicationContext.java:412)|Refreshing org.springframework.web.context.support.XmlWebApplicationContext@778ee971: display name [Root WebApplicationContext]; startup date [Fri Sep 23 19:53:54 CST 2016]; root of context hierarchy
[2016-09-23 19:53:54,301]-INFO  (XmlBeanDefinitionReader.java:323)|Loading XML bean definitions from file [F:\workspace\scpc\WebRoot\WEB-INF\classes\xml\spring\applicationContext.xml]
[2016-09-23 19:53:54,580]-INFO  (XmlBeanDefinitionReader.java:323)|Loading XML bean definitions from file [F:\workspace\scpc\WebRoot\WEB-INF\classes\xml\spring\applicationContext_base.xml]
[2016-09-23 19:53:54,620]-INFO  (XmlBeanDefinitionReader.java:323)|Loading XML bean definitions from file [F:\workspace\scpc\WebRoot\WEB-INF\classes\xml\spring\applicationContext_login.xml]
[2016-09-23 19:53:54,652]-INFO  (XmlBeanDefinitionReader.java:323)|Loading XML bean definitions from file [F:\workspace\scpc\WebRoot\WEB-INF\classes\xml\spring\applicationContext_xsgl.xml]
[2016-09-23 19:53:54,679]-INFO  (AbstractApplicationContext.java:427)|Bean factory for application context [org.springframework.web.context.support.XmlWebApplicationContext@778ee971]: org.springframework.beans.factory.support.DefaultListableBeanFactory@75b85450
[2016-09-23 19:53:54,840]-INFO  (PropertiesLoaderSupport.java:178)|Loading properties file from class path resource [ApplicationResources.properties]
[2016-09-23 19:53:54,939]-INFO  (DefaultListableBeanFactory.java:414)|Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@75b85450: defining beans [messageSource,propertyConfigurer,dataSourceA,dataSource,sessionFactory,transactionIntercetorTemplate,hibernateTransactionInterceptor,jdbcTransactionInterceptor,autoProxy,nativeJdbcExtractor,lobHandler,baseDao,baseService,selectDataDao,selectDataService,loginAction,xsglAction,khxxManagerAction,ddInfoManagerAction,bomInfoManagerAction,gxInfoManagerAction,gyInfoManagerAction]; root of factory hierarchy
[2016-09-23 19:53:54,976]-INFO  (MLog.java:80)|MLog clients using log4j logging.
[2016-09-23 19:53:55,076]-INFO  (C3P0Registry.java:204)|Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
[2016-09-23 19:53:55,425]-INFO  (Environment.java:514)|Hibernate 3.2.5
[2016-09-23 19:53:55,432]-INFO  (Environment.java:547)|hibernate.properties not found
[2016-09-23 19:53:55,437]-INFO  (Environment.java:681)|Bytecode provider name : cglib
[2016-09-23 19:53:55,450]-INFO  (Environment.java:598)|using JDK 1.4 java.sql.Timestamp handling
[2016-09-23 19:53:55,578]-INFO  (LocalSessionFactoryBean.java:730)|Building new Hibernate SessionFactory
[2016-09-23 19:53:55,593]-INFO  (ConnectionProviderFactory.java:72)|Initializing connection provider: org.springframework.orm.hibernate3.LocalDataSourceConnectionProvider
[2016-09-23 19:53:55,713]-INFO  (AbstractPoolBackedDataSource.java:462)|Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 1, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 6000, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 1hge1669jo3yu7a38dybs|2943ece7, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.mysql.jdbc.Driver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 1hge1669jo3yu7a38dybs|2943ece7, idleConnectionTestPeriod -> 60, initialPoolSize -> 3, jdbcUrl -> jdbc:mysql://localhost:3306/scpc?useUnicode=true&characterEncoding=UTF-8, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 60, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 30, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 5, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
[2016-09-23 19:53:56,356]-INFO  (SettingsFactory.java:89)|RDBMS: MySQL, version: 5.6.24
[2016-09-23 19:53:56,367]-INFO  (SettingsFactory.java:90)|JDBC driver: MySQL-AB JDBC Driver, version: mysql-connector-java-5.1.5 ( Revision: ${svn.Revision} )
[2016-09-23 19:53:56,397]-INFO  (Dialect.java:152)|Using dialect: org.hibernate.dialect.MySQLDialect
[2016-09-23 19:53:56,462]-INFO  (TransactionFactoryFactory.java:34)|Transaction strategy: org.springframework.orm.hibernate3.SpringTransactionFactory
[2016-09-23 19:53:56,465]-INFO  (TransactionManagerLookupFactory.java:33)|No TransactionManagerLookup configured (in JTA environment, use of read-write or transactional second-level cache is not recommended)
[2016-09-23 19:53:56,466]-INFO  (SettingsFactory.java:143)|Automatic flush during beforeCompletion(): disabled
[2016-09-23 19:53:56,467]-INFO  (SettingsFactory.java:147)|Automatic session close at end of transaction: disabled
[2016-09-23 19:53:56,468]-INFO  (SettingsFactory.java:154)|JDBC batch size: 15
[2016-09-23 19:53:56,469]-INFO  (SettingsFactory.java:157)|JDBC batch updates for versioned data: disabled
[2016-09-23 19:53:56,471]-INFO  (SettingsFactory.java:162)|Scrollable result sets: enabled
[2016-09-23 19:53:56,472]-INFO  (SettingsFactory.java:170)|JDBC3 getGeneratedKeys(): enabled
[2016-09-23 19:53:56,473]-INFO  (SettingsFactory.java:178)|Connection release mode: auto
[2016-09-23 19:53:56,475]-INFO  (SettingsFactory.java:202)|Maximum outer join fetch depth: 2
[2016-09-23 19:53:56,476]-INFO  (SettingsFactory.java:205)|Default batch fetch size: 1
[2016-09-23 19:53:56,477]-INFO  (SettingsFactory.java:209)|Generate SQL with comments: disabled
[2016-09-23 19:53:56,478]-INFO  (SettingsFactory.java:213)|Order SQL updates by primary key: disabled
[2016-09-23 19:53:56,479]-INFO  (SettingsFactory.java:217)|Order SQL inserts for batching: disabled
[2016-09-23 19:53:56,480]-INFO  (SettingsFactory.java:386)|Query translator: org.hibernate.hql.ast.ASTQueryTranslatorFactory
[2016-09-23 19:53:56,485]-INFO  (ASTQueryTranslatorFactory.java:24)|Using ASTQueryTranslatorFactory
[2016-09-23 19:53:56,486]-INFO  (SettingsFactory.java:225)|Query language substitutions: {}
[2016-09-23 19:53:56,487]-INFO  (SettingsFactory.java:230)|JPA-QL strict compliance: disabled
[2016-09-23 19:53:56,488]-INFO  (SettingsFactory.java:235)|Second-level cache: enabled
[2016-09-23 19:53:56,488]-INFO  (SettingsFactory.java:239)|Query cache: disabled
[2016-09-23 19:53:56,489]-INFO  (SettingsFactory.java:373)|Cache provider: org.hibernate.cache.NoCacheProvider
[2016-09-23 19:53:56,490]-INFO  (SettingsFactory.java:254)|Optimize cache for minimal puts: disabled
[2016-09-23 19:53:56,490]-INFO  (SettingsFactory.java:263)|Structured second-level cache entries: disabled
[2016-09-23 19:53:56,500]-INFO  (SettingsFactory.java:290)|Statistics: disabled
[2016-09-23 19:53:56,501]-INFO  (SettingsFactory.java:294)|Deleted entity synthetic identifier rollback: disabled
[2016-09-23 19:53:56,503]-INFO  (SettingsFactory.java:309)|Default entity-mode: pojo
[2016-09-23 19:53:56,504]-INFO  (SettingsFactory.java:313)|Named query checking : enabled
[2016-09-23 19:53:56,550]-INFO  (SessionFactoryImpl.java:161)|building session factory
[2016-09-23 19:53:56,558]-INFO  (SessionFactoryObjectFactory.java:82)|Not binding factory to JNDI, no JNDI name configured
[2016-09-23 19:53:56,626]-INFO  (HibernateTransactionManager.java:390)|Using DataSource [com.project.base.DynamicDataSource@375e1ed9] of Hibernate SessionFactory for HibernateTransactionManager
[2016-09-23 19:53:56,822]-INFO  (ContextLoader.java:209)|Root WebApplicationContext: initialization completed in 2694 ms
[2016-09-23 19:53:56,823]-INFO  (DefaultContextLoaderListener.java:27)|load WebApplicationContext into ContextHolder
[2016-09-23 19:53:57,056]-INFO  (CommonsLogger.java:42)|Parsing configuration file [struts-default.xml]
[2016-09-23 19:53:57,768]-INFO  (CommonsLogger.java:42)|Parsing configuration file [struts-plugin.xml]
[2016-09-23 19:53:57,831]-INFO  (CommonsLogger.java:42)|Parsing configuration file [struts.xml]
[2016-09-23 19:53:58,011]-INFO  (CommonsLogger.java:42)|Initializing Struts-Spring integration...
[2016-09-23 19:53:58,012]-INFO  (CommonsLogger.java:42)|Setting autowire strategy to name
[2016-09-23 19:53:58,013]-INFO  (CommonsLogger.java:42)|... initialized Struts-Spring integration successfully
[2016-09-23 19:53:59,476]-WARN  (JavaUtils.java:1308)|Unable to find required classes (javax.activation.DataHandler and javax.mail.internet.MimeMultipart). Attachment support is disabled.
[2016-09-23 19:54:38,458]-INFO  (CommonAction.java:48)|获取一级菜单权限：select * from scglxt_t_cd where cdfjd='0' and id in (select cdid from scglxt_t_qxgl where bzid='759007553955134000001')
[2016-09-23 19:54:39,501]-INFO  (CommonAction.java:48)|获取一级菜单权限：select * from scglxt_t_cd where cdfjd='0' and id in (select cdid from scglxt_t_qxgl where bzid='759007553955134000001')
